model,split,threshold,gt,predictions,tp,fp,fn,precision,recall,f1,tiny_tp,tiny_fn,tiny_recall,small_tp,small_fn,small_recall,tiny_small_tp,tiny_small_fn,tiny_small_recall,medium_large_recall
rep_deploy,val,0.4,834,773,670,103,164,0.8667529107373868,0.8033573141486811,0.8338518979464842,16,15,0.5161290322580645,73,26,0.7373737373737373,89,41,0.6846153846153846,0.8252840909090909
rep_deploy,val,0.41,834,769,669,100,165,0.8699609882964889,0.802158273381295,0.8346849656893326,16,15,0.5161290322580645,73,26,0.7373737373737373,89,41,0.6846153846153846,0.8238636363636364
rep_deploy,val,0.42,834,762,667,95,167,0.8753280839895013,0.7997601918465228,0.8358395989974937,16,15,0.5161290322580645,73,26,0.7373737373737373,89,41,0.6846153846153846,0.8210227272727273
rep_deploy,val,0.43,834,758,667,91,167,0.8799472295514512,0.7997601918465228,0.8379396984924624,16,15,0.5161290322580645,73,26,0.7373737373737373,89,41,0.6846153846153846,0.8210227272727273
rep_deploy,val,0.44,834,752,663,89,171,0.8816489361702128,0.7949640287769785,0.8360655737704918,16,15,0.5161290322580645,73,26,0.7373737373737373,89,41,0.6846153846153846,0.8153409090909091
rep_deploy,val,0.45,834,745,659,86,175,0.8845637583892617,0.790167865707434,0.8347055098163395,15,16,0.4838709677419355,71,28,0.7171717171717171,86,44,0.6615384615384615,0.8139204545454546
rep_deploy,val,0.46,834,743,657,86,177,0.8842530282637954,0.7877697841726619,0.8332276474318325,15,16,0.4838709677419355,71,28,0.7171717171717171,86,44,0.6615384615384615,0.8110795454545454
rep_deploy,val,0.47,834,740,656,84,178,0.8864864864864865,0.7865707434052758,0.8335451080050826,15,16,0.4838709677419355,71,28,0.7171717171717171,86,44,0.6615384615384615,0.8096590909090909
rep_deploy,val,0.48,834,732,651,81,183,0.889344262295082,0.7805755395683454,0.8314176245210728,13,18,0.41935483870967744,70,29,0.7070707070707071,83,47,0.6384615384615384,0.8068181818181818
rep_deploy,val,0.49,834,727,648,79,186,0.8913342503438789,0.7769784172661871,0.8302370275464445,13,18,0.41935483870967744,69,30,0.696969696969697,82,48,0.6307692307692307,0.8039772727272727
rep_deploy,val,0.5,834,722,644,78,190,0.8919667590027701,0.7721822541966427,0.8277634961439588,13,18,0.41935483870967744,69,30,0.696969696969697,82,48,0.6307692307692307,0.7982954545454546
rep_deploy,test,0.001,840,8319,794,7525,46,0.09544416396201466,0.9452380952380952,0.17338137351239216,19,10,0.6551724137931034,107,7,0.9385964912280702,126,17,0.8811188811188811,0.9583931133428981
rep_deploy,test,0.01,840,2283,769,1514,71,0.33683749452474815,0.9154761904761904,0.4924751841178354,19,10,0.6551724137931034,101,13,0.8859649122807017,120,23,0.8391608391608392,0.9311334289813487
rep_deploy,test,0.02,840,1729,764,965,76,0.4418739155581261,0.9095238095238095,0.5947839626313741,19,10,0.6551724137931034,101,13,0.8859649122807017,120,23,0.8391608391608392,0.9239598278335724
rep_deploy,test,0.03,840,1497,760,737,80,0.5076820307281229,0.9047619047619048,0.6504065040650406,19,10,0.6551724137931034,100,14,0.8771929824561403,119,24,0.8321678321678322,0.9196556671449068
rep_deploy,test,0.04,840,1374,757,617,83,0.5509461426491994,0.9011904761904762,0.6838301716350497,19,10,0.6551724137931034,98,16,0.8596491228070176,117,26,0.8181818181818182,0.9182209469153515
rep_deploy,test,0.05,840,1291,752,539,88,0.5824941905499613,0.8952380952380953,0.7057719380572501,18,11,0.6206896551724138,98,16,0.8596491228070176,116,27,0.8111888111888111,0.9124820659971306
rep_deploy,test,0.06,840,1218,750,468,90,0.6157635467980296,0.8928571428571429,0.7288629737609329,18,11,0.6206896551724138,98,16,0.8596491228070176,116,27,0.8111888111888111,0.9096126255380201
rep_deploy,test,0.07,840,1172,748,424,92,0.6382252559726962,0.8904761904761904,0.7435387673956262,18,11,0.6206896551724138,98,16,0.8596491228070176,116,27,0.8111888111888111,0.9067431850789096
rep_deploy,test,0.08,840,1133,747,386,93,0.6593115622241836,0.8892857142857142,0.7572225038013178,18,11,0.6206896551724138,98,16,0.8596491228070176,116,27,0.8111888111888111,0.9053084648493543
rep_deploy,test,0.09,840,1093,745,348,95,0.6816102470265325,0.8869047619047619,0.7708225556130367,17,12,0.5862068965517241,97,17,0.8508771929824561,114,29,0.7972027972027972,0.9053084648493543
rep_deploy,test,0.1,840,1056,744,312,96,0.7045454545454546,0.8857142857142857,0.7848101265822784,17,12,0.5862068965517241,96,18,0.8421052631578947,113,30,0.7902097902097902,0.9053084648493543
rep_deploy,test,0.11,840,1030,740,290,100,0.7184466019417476,0.8809523809523809,0.7914438502673796,17,12,0.5862068965517241,94,20,0.8245614035087719,111,32,0.7762237762237763,0.9024390243902439
rep_deploy,test,0.12,840,1006,738,268,102,0.7335984095427436,0.8785714285714286,0.7995666305525462,17,12,0.5862068965517241,93,21,0.8157894736842105,110,33,0.7692307692307693,0.9010043041606887
rep_deploy,test,0.13,840,988,738,250,102,0.7469635627530364,0.8785714285714286,0.8074398249452953,17,12,0.5862068965517241,93,21,0.8157894736842105,110,33,0.7692307692307693,0.9010043041606887
rep_deploy,test,0.14,840,973,737,236,103,0.7574511819116135,0.8773809523809524,0.8130170987313845,17,12,0.5862068965517241,92,22,0.8070175438596491,109,34,0.7622377622377622,0.9010043041606887
rep_deploy,test,0.15,840,959,736,223,104,0.7674661105318039,0.8761904761904762,0.8182323513062812,17,12,0.5862068965517241,92,22,0.8070175438596491,109,34,0.7622377622377622,0.8995695839311334
rep_deploy,test,0.16,840,950,733,217,107,0.771578947368421,0.8726190476190476,0.8189944134078213,16,13,0.5517241379310345,92,22,0.8070175438596491,108,35,0.7552447552447552,0.896700143472023
rep_deploy,test,0.17,840,932,731,201,109,0.7843347639484979,0.8702380952380953,0.8250564334085779,16,13,0.5517241379310345,91,23,0.7982456140350878,107,36,0.7482517482517482,0.8952654232424677
rep_deploy,test,0.18,840,925,731,194,109,0.7902702702702703,0.8702380952380953,0.8283286118980171,16,13,0.5517241379310345,91,23,0.7982456140350878,107,36,0.7482517482517482,0.8952654232424677
rep_deploy,test,0.19,840,911,731,180,109,0.8024149286498353,0.8702380952380953,0.8349514563106796,16,13,0.5517241379310345,91,23,0.7982456140350878,107,36,0.7482517482517482,0.8952654232424677
rep_deploy,test,0.2,840,901,729,172,111,0.8091009988901221,0.8678571428571429,0.8374497415278576,16,13,0.5517241379310345,91,23,0.7982456140350878,107,36,0.7482517482517482,0.8923959827833573
rep_deploy,test,0.21,840,893,727,166,113,0.8141097424412094,0.8654761904761905,0.8390075014425851,16,13,0.5517241379310345,91,23,0.7982456140350878,107,36,0.7482517482517482,0.8895265423242468
rep_deploy,test,0.22,840,887,725,162,115,0.8173618940248027,0.8630952380952381,0.8396062536189925,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8880918220946915
rep_deploy,test,0.23,840,880,724,156,116,0.8227272727272728,0.861904761904762,0.8418604651162791,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8866571018651362
rep_deploy,test,0.24,840,871,722,149,118,0.8289322617680827,0.8595238095238096,0.8439509059029807,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8837876614060258
rep_deploy,test,0.25,840,863,721,142,119,0.8354577056778679,0.8583333333333333,0.8467410452143277,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8823529411764706
rep_deploy,test,0.26,840,858,720,138,120,0.8391608391608392,0.8571428571428571,0.8480565371024734,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8809182209469153
rep_deploy,test,0.27,840,850,719,131,121,0.8458823529411764,0.8559523809523809,0.8508875739644969,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8794835007173601
rep_deploy,test,0.28,840,846,717,129,123,0.8475177304964538,0.8535714285714285,0.8505338078291814,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8766140602582496
rep_deploy,test,0.29,840,840,716,124,124,0.8523809523809524,0.8523809523809524,0.8523809523809524,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8751793400286944
rep_deploy,test,0.3,840,837,715,122,125,0.8542413381123058,0.8511904761904762,0.8527131782945737,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8737446197991392
rep_deploy,test,0.31,840,833,712,121,128,0.8547418967587035,0.8476190476190476,0.8511655708308427,16,13,0.5517241379310345,90,24,0.7894736842105263,106,37,0.7412587412587412,0.8694404591104734
rep_deploy,test,0.32,840,828,711,117,129,0.8586956521739131,0.8464285714285714,0.8525179856115108,16,13,0.5517241379310345,89,25,0.7807017543859649,105,38,0.7342657342657343,0.8694404591104734
rep_deploy,test,0.33,840,823,708,115,132,0.8602673147023087,0.8428571428571429,0.8514732411304871,16,13,0.5517241379310345,89,25,0.7807017543859649,105,38,0.7342657342657343,0.8651362984218077
rep_deploy,test,0.34,840,818,708,110,132,0.8655256723716381,0.8428571428571429,0.8540410132689987,16,13,0.5517241379310345,89,25,0.7807017543859649,105,38,0.7342657342657343,0.8651362984218077
rep_deploy,test,0.35,840,812,706,106,134,0.8694581280788177,0.8404761904761905,0.8547215496368038,16,13,0.5517241379310345,89,25,0.7807017543859649,105,38,0.7342657342657343,0.8622668579626973
rep_deploy,test,0.36,840,805,704,101,136,0.8745341614906832,0.8380952380952381,0.8559270516717324,16,13,0.5517241379310345,89,25,0.7807017543859649,105,38,0.7342657342657343,0.8593974175035868
rep_deploy,test,0.37,840,801,702,99,138,0.8764044943820225,0.8357142857142857,0.8555758683729433,16,13,0.5517241379310345,88,26,0.7719298245614035,104,39,0.7272727272727273,0.8579626972740315
rep_deploy,test,0.38,840,798,702,96,138,0.8796992481203008,0.8357142857142857,0.8571428571428571,16,13,0.5517241379310345,88,26,0.7719298245614035,104,39,0.7272727272727273,0.8579626972740315
rep_deploy,test,0.39,840,794,701,93,139,0.8828715365239295,0.8345238095238096,0.8580171358629131,16,13,0.5517241379310345,88,26,0.7719298245614035,104,39,0.7272727272727273,0.8565279770444764
rep_deploy,test,0.4,840,787,699,88,141,0.8881829733163914,0.8321428571428572,0.8592501536570376,16,13,0.5517241379310345,86,28,0.7543859649122807,102,41,0.7132867132867133,0.8565279770444764
rep_deploy,test,0.41,840,783,698,85,142,0.8914431673052363,0.830952380952381,0.8601355514479361,16,13,0.5517241379310345,85,29,0.7456140350877193,101,42,0.7062937062937062,0.8565279770444764
rep_deploy,test,0.42,840,780,698,82,142,0.8948717948717949,0.830952380952381,0.8617283950617285,16,13,0.5517241379310345,85,29,0.7456140350877193,101,42,0.7062937062937062,0.8565279770444764
rep_deploy,test,0.43,840,775,695,80,145,0.896774193548387,0.8273809523809523,0.8606811145510835,16,13,0.5517241379310345,84,30,0.7368421052631579,100,43,0.6993006993006993,0.8536585365853658
rep_deploy,test,0.44,840,770,693,77,147,0.9,0.825,0.8608695652173912,16,13,0.5517241379310345,84,30,0.7368421052631579,100,43,0.6993006993006993,0.8507890961262554
rep_deploy,test,0.45,840,767,691,76,149,0.9009126466753585,0.8226190476190476,0.8599875544492843,16,13,0.5517241379310345,84,30,0.7368421052631579,100,43,0.6993006993006993,0.8479196556671449
rep_deploy,test,0.46,840,760,686,74,154,0.9026315789473685,0.8166666666666667,0.8575,16,13,0.5517241379310345,84,30,0.7368421052631579,100,43,0.6993006993006993,0.8407460545193687
rep_deploy,test,0.47,840,755,684,71,156,0.9059602649006623,0.8142857142857143,0.857680250783699,15,14,0.5172413793103449,84,30,0.7368421052631579,99,44,0.6923076923076923,0.8393113342898135
rep_deploy,test,0.48,840,753,683,70,157,0.9070385126162018,0.8130952380952381,0.8575015693659762,15,14,0.5172413793103449,84,30,0.7368421052631579,99,44,0.6923076923076923,0.8378766140602583
rep_deploy,test,0.49,840,746,680,66,160,0.9115281501340483,0.8095238095238095,0.8575031525851199,15,14,0.5172413793103449,84,30,0.7368421052631579,99,44,0.6923076923076923,0.8335724533715926
rep_deploy,test,0.5,840,744,680,64,160,0.9139784946236559,0.8095238095238095,0.8585858585858587,15,14,0.5172413793103449,84,30,0.7368421052631579,99,44,0.6923076923076923,0.8335724533715926
