model,split,threshold,gt,predictions,tp,fp,fn,precision,recall,f1,tiny_tp,tiny_fn,tiny_recall,small_tp,small_fn,small_recall,tiny_small_tp,tiny_small_fn,tiny_small_recall,medium_large_recall
rep_deploy,val,0.22,834,889,702,187,132,0.7896512935883014,0.841726618705036,0.8148578061520604,16,15,0.5161290322580645,82,17,0.8282828282828283,98,32,0.7538461538461538,0.8579545454545454
rep_deploy,val,0.23,834,881,700,181,134,0.7945516458569807,0.8393285371702638,0.8163265306122449,16,15,0.5161290322580645,82,17,0.8282828282828283,98,32,0.7538461538461538,0.8551136363636364
rep_deploy,val,0.24,834,872,699,173,135,0.801605504587156,0.8381294964028777,0.8194607268464243,16,15,0.5161290322580645,81,18,0.8181818181818182,97,33,0.7461538461538462,0.8551136363636364
rep_deploy,val,0.25,834,865,697,168,137,0.8057803468208092,0.8357314148681055,0.8204826368452031,16,15,0.5161290322580645,81,18,0.8181818181818182,97,33,0.7461538461538462,0.8522727272727273
rep_deploy,val,0.26,834,857,695,162,139,0.8109684947491248,0.8333333333333334,0.8219988172678888,16,15,0.5161290322580645,80,19,0.8080808080808081,96,34,0.7384615384615385,0.8508522727272727
rep_deploy,val,0.27,834,853,694,159,140,0.813599062133646,0.8321342925659473,0.8227622999407233,16,15,0.5161290322580645,80,19,0.8080808080808081,96,34,0.7384615384615385,0.8494318181818182
rep_deploy,val,0.28,834,845,692,153,142,0.8189349112426035,0.829736211031175,0.8243001786777844,16,15,0.5161290322580645,80,19,0.8080808080808081,96,34,0.7384615384615385,0.8465909090909091
rep_deploy,val,0.29,834,834,691,143,143,0.8285371702637889,0.8285371702637889,0.8285371702637889,16,15,0.5161290322580645,80,19,0.8080808080808081,96,34,0.7384615384615385,0.8451704545454546
rep_deploy,val,0.3,834,827,690,137,144,0.8343409915356711,0.8273381294964028,0.830824804334738,16,15,0.5161290322580645,80,19,0.8080808080808081,96,34,0.7384615384615385,0.84375
rep_deploy,val,0.31,834,820,686,134,148,0.8365853658536585,0.8225419664268585,0.8295042321644498,16,15,0.5161290322580645,79,20,0.797979797979798,95,35,0.7307692307692307,0.8394886363636364
rep_deploy,val,0.32,834,813,683,130,151,0.8400984009840098,0.8189448441247003,0.8293867638129934,16,15,0.5161290322580645,79,20,0.797979797979798,95,35,0.7307692307692307,0.8352272727272727
rep_deploy,val,0.33,834,806,681,125,153,0.8449131513647643,0.8165467625899281,0.8304878048780489,16,15,0.5161290322580645,78,21,0.7878787878787878,94,36,0.7230769230769231,0.8338068181818182
rep_deploy,val,0.34,834,801,679,122,155,0.8476903870162297,0.8141486810551559,0.8305810397553518,16,15,0.5161290322580645,78,21,0.7878787878787878,94,36,0.7230769230769231,0.8309659090909091
rep_deploy,val,0.35,834,797,677,120,157,0.849435382685069,0.8117505995203836,0.8301655426118945,16,15,0.5161290322580645,77,22,0.7777777777777778,93,37,0.7153846153846154,0.8295454545454546
rep_deploy,val,0.36,834,795,677,118,157,0.8515723270440252,0.8117505995203836,0.8311847759361572,16,15,0.5161290322580645,77,22,0.7777777777777778,93,37,0.7153846153846154,0.8295454545454546
rep_deploy,val,0.37,834,786,676,110,158,0.8600508905852418,0.8105515587529976,0.834567901234568,16,15,0.5161290322580645,77,22,0.7777777777777778,93,37,0.7153846153846154,0.828125
rep_deploy,val,0.38,834,782,674,108,160,0.8618925831202046,0.8081534772182254,0.8341584158415841,16,15,0.5161290322580645,76,23,0.7676767676767676,92,38,0.7076923076923077,0.8267045454545454
rep_deploy,val,0.39,834,778,672,106,162,0.8637532133676092,0.8057553956834532,0.8337468982630273,16,15,0.5161290322580645,74,25,0.7474747474747475,90,40,0.6923076923076923,0.8267045454545454
