epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,851.437,1.04249,0.15919,1.34146,0.84922,0.75113,0.81228,0.46935,1.331,0.17702,1.7162,0.0002229,0.0002229,0.0002229
88,860.397,1.04966,0.15901,1.348,0.84655,0.74975,0.81303,0.46956,1.33825,0.17518,1.70534,0.00020805,0.00020805,0.00020805
89,869.547,1.05755,0.16244,1.35869,0.83521,0.74869,0.80396,0.46631,1.33706,0.17492,1.70648,0.0001932,0.0001932,0.0001932
90,878.545,1.01994,0.15563,1.33603,0.83617,0.7385,0.80775,0.46642,1.34085,0.17382,1.7022,0.00017835,0.00017835,0.00017835
91,889.865,1.05166,0.14414,1.38383,0.83269,0.77156,0.81741,0.47461,1.33866,0.17397,1.71029,0.0001635,0.0001635,0.0001635
92,900.247,1.02209,0.13892,1.37965,0.83753,0.77984,0.82271,0.47728,1.33855,0.17244,1.69681,0.00014865,0.00014865,0.00014865
93,910.698,1.02381,0.14138,1.37769,0.83163,0.76108,0.8235,0.47486,1.33309,0.17646,1.70108,0.0001338,0.0001338,0.0001338
94,921.069,1.02141,0.13797,1.37778,0.84241,0.77175,0.8275,0.48139,1.3406,0.17027,1.7048,0.00011895,0.00011895,0.00011895
95,931.048,1.01415,0.13341,1.35352,0.82232,0.76947,0.82364,0.47742,1.33181,0.17137,1.69629,0.0001041,0.0001041,0.0001041
96,941.009,1.00418,0.13382,1.3619,0.83082,0.76161,0.82392,0.47774,1.33868,0.16944,1.69868,8.925e-05,8.925e-05,8.925e-05
97,950.024,1.00706,0.13457,1.36006,0.83325,0.765,0.82115,0.47678,1.33362,0.16889,1.69584,7.44e-05,7.44e-05,7.44e-05
98,959.239,1.00915,0.13311,1.3605,0.83286,0.77674,0.82637,0.47725,1.34728,0.16928,1.71675,5.955e-05,5.955e-05,5.955e-05
99,968.64,1.0016,0.13182,1.35662,0.82624,0.77019,0.82339,0.47745,1.34396,0.16832,1.70702,4.47e-05,4.47e-05,4.47e-05
100,977.965,1.00523,0.13012,1.34801,0.82741,0.78042,0.82672,0.47881,1.34237,0.16804,1.70438,2.985e-05,2.985e-05,2.985e-05
